번호,한자,뜻,음
1,江,강,강
2,口,입,구
3,內,안,내
4,年,해,년
5,大,큰,대
6,目,눈,목
7,白,흰,백
8,山,메(뫼),산
9,上,위,상
10,小,작을,소
11,手,손,수
12,外,바깥,외
13,右,오른,우
14,入,들,입
15,足,발,족
16,左,왼,좌
17,中,가운데,중
18,靑,푸를,청
19,出,날,출
20,下,아래,하
