번호,한자,뜻,음
1,九,아홉,구
2,金,쇠,금
3,南,남녘,남
4,男,사내,남
5,女,여자,녀
6,東,동녘,동
7,六,여섯,륙
8,母,어머니,모
9,木,나무,목
10,門,문,문
11,父,아버지,부
12,北,북녘,북
13,四,넉,사
14,三,석,삼
15,西,서녘,서
16,水,물,수
17,十,열,십
18,五,다섯,오
19,月,달,월
20,二,두,이
21,人,사람,인
22,日,날,일
23,一,한,일
24,子,아들,자
25,弟,아우,제
26,七,일곱,칠
27,土,흙,토
28,八,여덟,팔
29,兄,맏,형
30,火,불,화
